"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
33,"Self-emp-not-inc",170979,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
44,"Private",186916,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,60,"United-States",">50K"
37,"Private",73471,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,47,"United-States",">50K"
64,"Self-emp-inc",161325,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,50,"United-States",">50K"
43,"State-gov",24763,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,45,"United-States",">50K"
36,"Private",33394,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,35,"United-States",">50K"
55,"Private",359972,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
34,"Private",242984,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
29,"Private",250967,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,48,"United-States",">50K"
37,"Private",265737,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1887,60,"Cuba",">50K"
42,"Private",230959,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,1887,40,"Philippines",">50K"
41,"Self-emp-not-inc",111772,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
45,"Local-gov",199590,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"Mexico",">50K"
35,"Private",267866,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,1887,50,"Iran",">50K"
61,"Private",115023,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,60,"United-States",">50K"
49,"Private",34545,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
52,"Self-emp-not-inc",34973,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1887,60,"United-States",">50K"
46,"Local-gov",238162,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,50,"United-States",">50K"
23,"Private",143003,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1887,50,"India",">50K"
36,"Private",334291,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
43,"Local-gov",34640,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Other","Male",0,1887,40,"United-States",">50K"
35,"Local-gov",116960,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
39,"Private",128392,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
39,"Private",30529,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
47,"Local-gov",324791,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
53,"Local-gov",186303,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K"
53,"Private",304504,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,45,"United-States",">50K"
26,"Private",397317,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
52,"Private",186785,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,1876,50,"United-States","<=50K"
61,"Private",123273,"5th-6th",3,"Divorced","Transport-moving","Not-in-family","White","Male",0,1876,56,"United-States","<=50K"
28,"Local-gov",154863,"HS-grad",9,"Never-married","Protective-serv","Other-relative","Black","Male",0,1876,40,"United-States","<=50K"
42,"Private",44121,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
44,"Local-gov",101593,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1876,42,"United-States","<=50K"
51,"Private",138179,"HS-grad",9,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
39,"Local-gov",86551,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
36,"State-gov",112497,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1876,44,"United-States","<=50K"
45,"Private",138626,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,1876,50,"United-States","<=50K"
27,"Private",175387,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
40,"Local-gov",105717,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1876,35,"United-States","<=50K"
25,"Private",193820,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
47,"Private",151584,"HS-grad",9,"Divorced","Sales","Own-child","White","Male",0,1876,40,"United-States","<=50K"
32,"Private",244147,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1876,50,"United-States","<=50K"
53,"Private",122109,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,1876,38,"United-States","<=50K"
32,"Private",226975,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,1876,60,"United-States","<=50K"
49,"Private",149949,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
27,"Private",34273,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,36,"Canada","<=50K"
26,"Private",82246,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1876,38,"United-States","<=50K"
60,"Self-emp-not-inc",73091,"HS-grad",9,"Separated","Other-service","Not-in-family","Black","Male",0,1876,50,"United-States","<=50K"
56,"Self-emp-not-inc",50791,"Masters",14,"Divorced","Sales","Not-in-family","White","Male",0,1876,60,"United-States","<=50K"
58,"Private",201393,"Assoc-acdm",12,"Divorced","Adm-clerical","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
39,"Private",114844,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,1876,50,"United-States","<=50K"
53,"Private",174020,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,1876,38,"United-States","<=50K"
27,"Private",292472,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,1876,45,"Cambodia","<=50K"
46,"Local-gov",175754,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,60,"United-States","<=50K"
30,"Private",236861,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1876,45,"United-States","<=50K"
38,"Local-gov",329980,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,1876,40,"Canada","<=50K"
41,"Private",315834,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
27,"Private",38918,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,1876,75,"United-States","<=50K"
43,"Private",81243,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
30,"Federal-gov",164552,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
25,"Private",117833,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
26,"Self-emp-not-inc",177858,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,1876,38,"United-States","<=50K"
53,"Local-gov",103995,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,54,"United-States","<=50K"
39,"Private",347491,"11th",7,"Divorced","Craft-repair","Not-in-family","White","Male",0,1876,46,"United-States","<=50K"
47,"Local-gov",154033,"Some-college",10,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
44,"Private",150533,"Some-college",10,"Separated","Craft-repair","Not-in-family","White","Male",0,1876,55,"United-States","<=50K"
61,"Self-emp-not-inc",30073,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1848,60,"United-States",">50K"
44,"Private",216907,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,"United-States",">50K"
28,"Private",303954,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,42,"United-States",">50K"
34,"Private",223212,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,40,"Peru",">50K"
39,"Private",218490,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States",">50K"
41,"Private",121718,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1848,48,"United-States",">50K"
35,"Private",340110,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,70,"United-States",">50K"
34,"Private",155343,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,50,"United-States",">50K"
30,"Private",174789,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,50,"United-States",">50K"
30,"Private",220148,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,50,"United-States",">50K"
33,"Local-gov",173005,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1848,45,"United-States",">50K"
60,"?",191118,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,1848,40,"United-States",">50K"
31,"Private",339482,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,"United-States",">50K"
50,"Private",192982,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1848,40,"United-States",">50K"
27,"Private",285897,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,45,"United-States",">50K"
37,"Self-emp-not-inc",241463,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,65,"United-States",">50K"
30,"Private",206046,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,"United-States",">50K"
49,"Private",102583,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,44,"United-States",">50K"
52,"State-gov",125796,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,1848,40,"United-States",">50K"
39,"Local-gov",423605,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1848,40,"Nicaragua",">50K"
37,"Private",204277,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1848,48,"United-States",">50K"
39,"Private",186191,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,50,"United-States",">50K"
38,"Private",172571,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,54,"United-States",">50K"
44,"Private",192381,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,40,"United-States",">50K"
45,"Private",54744,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,"United-States",">50K"
54,"Private",93605,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States",">50K"
58,"Private",156040,"Assoc-acdm",12,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1848,40,"United-States",">50K"
36,"Federal-gov",186934,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1848,55,"United-States",">50K"
45,"Private",223999,"9th",5,"Married-civ-spouse","Other-service","Husband","White","Male",0,1848,40,"United-States",">50K"
46,"Federal-gov",349230,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1848,40,"United-States",">50K"
41,"Private",351161,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,45,"United-States",">50K"
41,"Federal-gov",36651,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,40,"United-States",">50K"
34,"Private",55717,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,50,"United-States",">50K"
33,"Federal-gov",331615,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,40,"United-States",">50K"
63,"Private",383058,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States",">50K"
56,"Private",204049,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,50,"United-States",">50K"
48,"Local-gov",242923,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1848,40,"United-States",">50K"
40,"Private",199900,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,55,"United-States",">50K"
59,"Private",231377,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,45,"United-States",">50K"
32,"Private",168854,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,50,"United-States",">50K"
29,"Local-gov",190525,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,60,"Germany",">50K"
41,"Private",149909,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,"United-States",">50K"
30,"Private",129707,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,40,"United-States",">50K"
34,"State-gov",318982,"Masters",14,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1848,40,"United-States",">50K"
41,"Private",77373,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1848,65,"United-States",">50K"
46,"Private",189498,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,45,"United-States",">50K"
39,"Private",91367,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1848,45,"United-States",">50K"
26,"Private",366219,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,1848,60,"United-States",">50K"
27,"Private",215504,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1848,55,"United-States",">50K"
61,"Private",181219,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,40,"United-States",">50K"
37,"Private",103121,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1848,40,"United-States",">50K"
67,"Private",197816,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1844,70,"United-States","<=50K"
66,"?",213149,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,1825,40,"United-States",">50K"
66,"Self-emp-inc",253741,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1825,10,"United-States",">50K"
74,"Self-emp-not-inc",292915,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1825,12,"United-States",">50K"
66,"State-gov",132055,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1825,40,"United-States",">50K"
71,"Self-emp-not-inc",494223,"Some-college",10,"Separated","Sales","Unmarried","Black","Male",0,1816,2,"United-States","<=50K"
80,"Private",87518,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,1816,60,"United-States","<=50K"
24,"Private",43323,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,1762,40,"United-States","<=50K"
20,"?",114746,"11th",7,"Married-spouse-absent","?","Own-child","Asian-Pac-Islander","Female",0,1762,40,"South","<=50K"
28,"Self-emp-not-inc",218555,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,1762,40,"United-States","<=50K"
59,"Private",226922,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,1762,30,"United-States","<=50K"
24,"Private",85088,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,1762,32,"United-States","<=50K"
24,"Private",137591,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,1762,40,"United-States","<=50K"
